page,ligne,indirect,jour,mois,mois_num,année,Date,mois_année,Rang cette semaine-là,Émission,Diffuseur,Début,Fin,Cote,Plus de 1M,"Plus de 1,5M",Plus de 2M,"Plus de 2,5M"
6,30,"Du 18 juin au 24 juin 2012 / June 18th to June 24th, 2012",18,juin ,6,2012,2012-06-18,2012-06,30,Sucré Salé,TVA,22:30,22:57,379,,,,
9,1,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,1,"Chefs, Les",SRC,20:00,21:00,853,,,,
9,2,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,2,Qui perd gagne,TVA,19:00,20:00,815,,,,
9,3,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,3,"Événement JMP 2010, L'",TVA,21:00,22:00,809,,,,
9,4,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,4,Roue de fortune chez vous!,TVA,18:57,19:00,804,,,,
9,5,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,5,Qui perd gagne,TVA,19:00,20:00,728,,,,
9,6,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,6,TVA Nouvelles (18h - LV),TVA,18:00,18:30,691,,,,
9,7,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,7,"Poule aux oeufs d'or, La",TVA,19:00,19:30,675,,,,
9,8,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,8,Sucré Salé,TVA,18:30,18:57,656,,,,
9,9,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,9,Esprits criminels,TVA,21:00,22:00,635,,,,
9,10,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,10,Épicerie,SRC,19:30,20:00,593,,,,
9,11,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,11,Film de filles,TVA,20:00,22:00,587,,,,
9,12,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,12,TVA Nouvelles (17h),TVA,17:00,18:00,571,,,,
9,13,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,13,Fidèles au poste!,TVA,20:00,21:00,563,,,,
9,14,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,14,"Cible, La",TVA,20:00,21:00,550,,,,
9,15,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,15,TVA Nouvelles (22h),TVA,22:00,22:30,531,,,,
9,16,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,15,Petite séduction,SRC,20:00,21:00,531,,,,
9,17,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,17,Beautés désespérées,SRC,20:00,21:00,527,,,,
9,18,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,18,Du talent à revendre,TVA,21:00,22:00,524,,,,
9,19,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,19,Dimanche à Hollywood,TVA,20:00,23:07,511,,,,
9,20,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,20,Ciné-Extra,TVA,18:30,20:28,505,,,,
9,21,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,21,TVA Nouvelles (18h-SD),TVA,18:00,18:30,485,,,,
9,22,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,21,Spectacle Fête Canada,SRC,21:00,22:00,485,,,,
9,23,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,23,"Minute pour gagner, Une",TVA,19:00,20:00,476,,,,
9,24,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,23,Squelettes...placard,SRC,19:00,19:30,476,,,,
9,25,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,25,CSI:NY,V,20:00,21:00,474,,,,
9,26,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,25,Pénélope McQuade,SRC,21:00,22:00,474,,,,
9,27,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,27,Dieu merci!,TVA,20:00,21:00,466,,,,
9,28,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,28,"Téléjournal, Le",SRC,22:00,22:25,461,,,,
9,29,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,29,Film de gars,TVA,19:00,21:00,454,,,,
9,30,"Du 25 juin au 1er juillet 2012 / June 25th to July 1st, 2012",25,juin ,6,2012,2012-06-25,2012-06,30,Du talent à revendre,TVA,21:00,22:00,423,,,,
12,1,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,1,"Chefs, Les",SRC,20:00,21:00,804,,,,
12,2,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,2,"Événement JMP 2010, L'",TVA,21:00,22:00,735,,,,
12,3,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,3,Qui perd gagne,TVA,19:00,20:00,666,,,,
12,4,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,4,Roue de fortune chez vous!,TVA,18:57,19:00,644,,,,
12,5,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,5,Grand rire Meill mom,SRC,20:00,21:00,631,,,,
12,6,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,6,Qui perd gagne,TVA,19:00,20:00,609,,,,
12,7,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,7,TVA Nouvelles (18h - LV),TVA,18:00,18:30,591,,,,
12,8,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,8,TVA Nouvelles (22h),TVA,22:00,22:30,564,,,,
12,9,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,9,Du talent à revendre,TVA,21:00,22:00,561,,,,
12,10,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,9,Sucré Salé,TVA,18:30,18:57,561,,,,
12,11,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,11,Petite séduction,SRC,20:00,21:00,552,,,,
12,12,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,12,"Minute pour gagner, Une",TVA,19:00,20:00,550,,,,
12,13,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,13,Esprits criminels,TVA,21:00,22:00,546,,,,
12,14,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,14,TVA Nouvelles (17h),TVA,17:00,18:00,533,,,,
12,15,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,15,TVA Nouvelles (18h-SD),TVA,18:00,18:30,525,,,,
12,16,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,16,Cinémax,TVA,20:26,23:08,517,,,,
12,17,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,17,Dieu merci!,TVA,20:00,21:00,515,,,,
12,18,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,18,Fidèles au poste!,TVA,20:00,21:00,511,,,,
12,19,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,19,Film de filles,TVA,20:00,22:00,509,,,,
12,20,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,20,Pénélope McQuade,SRC,21:00,22:00,508,,,,
12,21,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,21,Beautés désespérées,SRC,20:00,21:00,504,,,,
12,22,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,22,Épicerie,SRC,19:30,20:00,502,,,,
12,23,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,23,Découverte,SRC,18:30,19:30,478,,,,
12,24,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,24,"Cible, La",TVA,20:00,21:00,468,,,,
12,25,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,25,Dimanche à Hollywood,TVA,20:00,23:03,455,,,,
12,26,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,26,Squelettes...placard,SRC,19:00,19:30,448,,,,
12,27,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,27,Ciné-Extra,TVA,18:30,20:26,443,,,,
12,28,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,28,"Gags, Les",TVA,18:30,19:00,419,,,,
12,29,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,29,On prend... un train,SRC,21:00,22:00,400,,,,
12,30,"Du 2 juillet au 8 juillet 2012 / July 2nd to July 8th, 2012",2,juillet ,7,2012,2012-07-02,2012-07,30,"Fermier urbain, Le",SRC,19:30,20:00,390,,,,
15,1,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,1,"Chefs, Les",SRC,20:00,21:00,739,,,,
15,2,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,2,Qui perd gagne,TVA,19:00,20:00,690,,,,
15,3,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,3,Roue de fortune chez vous!,TVA,18:57,19:00,625,,,,
15,4,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,4,Qui perd gagne,TVA,19:00,20:00,618,,,,
15,5,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,5,TVA Nouvelles (18h - LV),TVA,18:00,18:30,612,,,,
15,6,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,6,TVA Nouvelles (17h),TVA,17:00,18:00,607,,,,
15,7,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,7,Massicotte #5,TVA,21:00,22:00,603,,,,
15,8,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,8,"Minute pour gagner, Une",TVA,19:00,20:00,599,,,,
15,9,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,9,Beautés désespérées,SRC,20:00,21:00,584,,,,
15,10,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,10,TVA Nouvelles (22h),TVA,22:00,22:30,572,,,,
15,11,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,11,Film de filles,TVA,20:00,22:00,569,,,,
15,12,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,12,Sucré Salé,TVA,18:30,18:57,541,,,,
15,13,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,13,Petite séduction,SRC,20:00,21:00,538,,,,
15,14,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,14,Grand rire Meill mom,SRC,20:00,21:00,532,,,,
15,15,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,15,"Cible, La",TVA,20:00,21:00,513,,,,
15,16,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,15,Dimanche à Hollywood,TVA,20:00,22:42,513,,,,
15,17,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,17,TVA Nouvelles (18h-SD),TVA,18:00,18:30,512,,,,
15,18,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,18,Fidèles au poste!,TVA,20:00,21:00,485,,,,
15,19,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,19,Esprits criminels,TVA,21:00,22:00,484,,,,
15,20,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,20,Du talent à revendre,TVA,21:00,22:00,481,,,,
15,21,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,21,Épicerie,SRC,19:30,20:00,476,,,,
15,22,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,22,Film de gars,TVA,19:00,21:00,471,,,,
15,23,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,23,Cinémax,TVA,21:01,23:02,459,,,,
15,24,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,23,Pénélope McQuade,SRC,21:00,22:00,459,,,,
15,25,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,25,Dieu merci!,TVA,20:00,21:00,457,,,,
15,26,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,25,Du talent à revendre,TVA,21:00,22:00,457,,,,
15,27,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,27,"Gags, Les",TVA,18:30,19:00,450,,,,
15,28,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,28,Ciné-Extra,TVA,18:30,21:01,424,,,,
15,29,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,29,Squelettes...placard,SRC,19:00,19:30,413,,,,
15,30,"Du 9 juillet au 15 juillet 2012 / July 9th to July 15th, 2012",9,juillet ,7,2012,2012-07-09,2012-07,30,Découverte,SRC,18:30,19:30,410,,,,
18,1,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,1,Roue de fortune chez vous!,TVA,18:57,19:00,765,,,,
18,2,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,2,Qui perd gagne,TVA,19:00,20:00,739,,,,
18,3,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,3,"Chefs, Les",SRC,20:00,21:00,676,,,,
18,4,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,4,TVA Nouvelles (18h - LV),TVA,18:00,18:30,672,,,,
18,5,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,5,Qui perd gagne,TVA,19:00,20:00,657,,,,
18,6,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,6,Sucré Salé,TVA,18:30,18:57,624,,,,
18,7,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,7,TVA Nouvelles (17h),TVA,17:00,18:00,600,,,,
18,8,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,8,"Minute pour gagner, Une",TVA,19:00,20:00,593,,,,
18,9,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,9,Massicotte #5,TVA,21:00,22:00,588,,,,
18,10,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,10,TVA Nouvelles (22h),TVA,22:00,22:30,583,,,,
18,11,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,11,Esprits criminels,TVA,21:00,22:00,574,,,,
18,12,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,12,Petite séduction,SRC,20:00,21:00,571,,,,
18,13,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,13,Grand rire Meill mom,SRC,20:00,21:00,536,,,,
18,14,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,14,"Cible, La",TVA,20:00,21:00,522,,,,
18,15,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,15,Du talent à revendre,TVA,21:00,22:00,514,,,,
18,16,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,16,Dimanche à Hollywood,TVA,20:00,22:47,505,,,,
18,17,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,17,Beautés désespérées,SRC,20:00,21:00,489,,,,
18,18,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,18,Film de filles,TVA,20:00,22:00,469,,,,
18,19,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,18,Fidèles au poste!,TVA,20:00,21:00,469,,,,
18,20,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,20,Du talent à revendre,TVA,21:00,22:00,459,,,,
18,21,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,20,Pénélope McQuade,SRC,21:00,22:00,459,,,,
18,22,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,22,TVA Nouvelles (18h-SD),TVA,18:00,18:30,449,,,,
18,23,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,23,Cinémax,TVA,20:28,23:11,445,,,,
18,24,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,24,Épicerie,SRC,19:30,20:00,423,,,,
18,25,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,25,Dieu merci!,TVA,20:00,21:00,418,,,,
18,26,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,26,Film de gars,TVA,19:00,21:00,416,,,,
18,27,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,27,Squelettes...placard,SRC,19:00,19:30,409,,,,
18,28,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,28,"Gags, Les",TVA,18:30,19:00,407,,,,
18,29,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,29,Ciné-Extra,TVA,18:30,20:28,386,,,,
18,30,"Du 16 juillet au 22 juillet 2012 / July 16th to July 22nd, 2012",16,juillet ,7,2012,2012-07-16,2012-07,30,CSI:NY,V,20:00,21:00,385,,,,
21,1,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,1,Roue de fortune chez vous!,TVA,18:57,19:00,779,,,,
21,2,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,2,Qui perd gagne,TVA,19:00,20:00,765,,,,
21,3,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,3,Qui perd gagne,TVA,19:00,20:00,759,,,,
21,4,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,4,"Chefs, Les",SRC,20:00,21:00,712,,,,
21,5,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,5,Film de filles,TVA,20:00,22:00,673,,,,
21,6,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,6,TVA Nouvelles (18h - LV),TVA,18:00,18:30,612,,,,
21,7,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,7,Sucré Salé,TVA,18:30,18:57,603,,,,
21,8,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,8,Dimanche à Hollywood,TVA,20:30,22:17,585,,,,
21,9,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,9,Esprits criminels,TVA,21:00,22:00,578,,,,
21,10,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,10,TVA Nouvelles (22h),TVA,22:00,22:30,547,,,,
21,11,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,11,Beautés désespérées,SRC,20:00,21:00,528,,,,
21,12,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,12,Olym cérémonie ouver,RDS+,16:00,19:50,525,,,,
21,13,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,13,TVA Nouvelles (17h),TVA,17:00,18:00,517,,,,
21,14,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,14,"Grand rire, Le",SRC,20:00,21:00,504,,,,
21,15,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,15,"Cible, La",TVA,20:00,21:00,491,,,,
21,16,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,16,Squelettes...placard,SRC,19:00,19:30,482,,,,
21,17,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,17,Ciné-Extra,TVA,18:30,20:47,476,,,,
21,18,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,18,Fidèles au poste!,TVA,20:00,21:00,473,,,,
21,19,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,19,Épicerie,SRC,19:30,20:00,472,,,,
21,20,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,19,Du talent à revendre,TVA,21:00,22:00,472,,,,
21,21,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,21,TVA Nouvelles (18h-SD),TVA,18:00,18:30,471,,,,
21,22,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,22,Petite séduction,SRC,20:00,21:00,449,,,,
21,23,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,23,Dieu merci!,TVA,20:00,21:00,446,,,,
21,24,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,24,Cinémax,TVA,20:47,23:06,436,,,,
21,25,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,25,Défilé des jumeaux 2012 Juste pour rire,TVA,18:30,19:00,425,,,,
21,26,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,26,Pénélope McQuade,SRC,21:00,22:00,424,,,,
21,27,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,27,Dominic Paquet son premier one man show,TVA,21:00,22:00,423,,,,
21,28,"Du 23 juillet au 29 juillet 2012 / July 23rd to July 29th, 2012",23,juillet ,7,2012,2012-07-23,2012-07,28,CSI:NY,V,20:00,21:00,412,,,,
